Date,Open,High,Low,Close,Volume
2023-01-01,113.67961692524,248.630921332322,126.470308182935,207.428706926184,2435719
2023-01-02,179.691930680007,234.584483252915,125.343535136784,194.803970597979,1231791
2023-01-03,109.302198613308,228.509870254907,116.551344950293,203.665899541469,1483330
2023-01-04,130.885918916231,226.767140182486,103.783303157857,219.855502385561,2427768
2023-01-05,154.428326347324,203.135890824988,123.397025395774,158.149225417631,2060962
2023-01-06,138.91059148158,249.936787585152,142.916197125176,192.477915140536,1292289
2023-01-07,160.330504270167,226.354355926895,115.21793501741,176.006412189335,1943966
2023-01-08,175.229285550746,201.286843444069,106.89594421092,152.43389473877,2068225
2023-01-09,170.61690598683,240.836157750053,107.89300857837,160.991217151551,2110090
2023-01-10,127.294388961528,231.097291675617,126.640031707734,179.389120068948,2478851
2023-01-11,104.551305452494,229.376471796765,103.60884441772,218.815226946601,1633925
2023-01-12,189.364508777094,232.170551816127,102.915912863472,211.888346634458,1543787
2023-01-13,183.527321470001,247.843751715733,104.361244482386,165.699304400158,2301097
2023-01-14,153.096076726942,206.883835569262,142.197086479229,206.795284818443,2460889
2023-01-15,110.225851650121,240.068359853759,95.3207797381254,150.815559052175,1337443
2023-01-16,101.1199368165,227.250654510662,129.043549238157,192.897925532279,1757614
2023-01-17,140.520485752842,225.046656648249,108.614390234077,205.331604537872,2149894
2023-01-18,170.225496326107,207.990874660012,93.4205558266634,187.610779463423,1355960
2023-01-19,126.548013811985,210.208750307804,90.332348173625,219.728275925989,2309557
2023-01-20,162.040825463182,209.334662036366,125.936548739989,151.269389265032,2266454
2023-01-21,125.004445128517,238.285476716785,135.524473625739,164.74435020846,1886415
2023-01-22,190.272365800967,232.153395840316,123.300254924442,219.06811974967,2061932
2023-01-23,143.823834267889,222.344375195993,118.945240982654,181.698344666857,2322366
2023-01-24,122.677157121041,207.199791796226,99.0745117266713,201.014680876751,2339894
2023-01-25,111.039046134595,239.639652473224,91.8075688808698,155.947503572841,2414461
2023-01-26,197.94805567945,205.438115337558,127.870188239893,219.182947515171,1948141
2023-01-27,129.394146108749,209.142989875846,110.378204969632,211.409370825958,1485603
2023-01-28,111.040894062273,247.370528457885,96.6573664023428,186.496319036563,2000236
2023-01-29,165.756569364618,221.124635375962,132.026242827348,217.203815918764,2032128
2023-01-30,122.051711297328,238.149274322033,131.657173430119,150.594792811402,1986515
2023-01-31,134.115524553403,212.026964252468,100.18920359777,153.836618541069,2012640
2023-02-01,188.848345967111,225.649881786169,145.916847627621,195.845945381326,1376930
2023-02-02,118.210803382927,248.78184273229,119.555668501401,195.37821871895,1674316
2023-02-03,133.616477646263,204.368396345176,128.148030370005,201.131373339441,1945746
2023-02-04,114.507514879142,221.794334717652,137.331470210311,161.493970810737,1169312
2023-02-05,194.135120933634,236.949655028628,106.416081466312,211.451165231853,1007820
2023-02-06,148.991593609094,222.285413565992,126.565478843533,179.920883070873,2346346
2023-02-07,183.908362912922,229.890731368689,141.522879675445,160.67765926307,1545030
2023-02-08,158.560239975395,206.908227876823,94.8994526598673,159.538025560826,2281316
2023-02-09,111.55014517964,224.979470052555,120.97375962466,176.534793982058,1465845
2023-02-10,105.851903172154,246.934396165314,94.2173189296668,157.853334661447,2229984
2023-02-11,150.722866689538,238.623376577408,95.2611043022138,151.293769932867,1357668
2023-02-12,116.371019857948,214.198508756694,116.91629293625,173.672929394903,1016360
2023-02-13,144.470878510689,237.631094318102,145.983790045544,214.234857148914,2300839
2023-02-14,124.200364439712,201.447021611771,94.091456923807,201.380703215403,1549237
2023-02-15,129.754609442,236.949968790051,92.7651706069612,207.688607660072,2293917
2023-02-16,152.902213180698,214.709409197774,132.734007110197,157.225227056678,2232017
2023-02-17,101.728192741801,247.291760742605,132.215173742201,171.137953203374,1620862
2023-02-18,172.386340539488,211.880822347794,125.835199743839,159.491661381742,1383319
2023-02-19,199.78758080388,221.242114808044,129.487603145134,186.89767980802,2341626
2023-02-20,152.024130294531,212.389934876371,146.806987419424,179.660375314025,1144618
2023-02-21,152.402566136532,226.497834476322,131.883509904309,186.42963600381,2361984
2023-02-22,113.836641437883,207.923600640574,109.034133434387,190.564783101787,1892324
2023-02-23,191.174547974872,200.266712959011,134.758879093938,192.535341457484,2222266
2023-02-24,146.009149417308,246.808804587106,91.3078558399013,208.830548199512,2425091
2023-02-25,189.544038212298,213.589626313604,146.473344643764,184.531742489379,2317713
2023-02-26,176.660969416705,216.381515261456,142.516889342936,192.377485827523,1786727
2023-02-27,158.960285974944,202.343753527262,94.5163628116208,183.542879077348,1876959
2023-02-28,135.169135190757,228.784011020486,113.070132426904,163.59609549037,2317248
2023-03-01,167.42291150743,216.96393730277,106.888216087213,180.687696522949,1160676
2023-03-02,187.976047549261,205.569337807298,110.149656483917,194.86343176837,1448063
2023-03-03,196.894207619105,245.581970424671,109.723303281704,190.359020100519,1198764
2023-03-04,181.230613049771,203.628594205491,94.4058028080967,194.022000732587,1081493
2023-03-05,152.978155515051,219.834304369604,132.689802053951,183.142686896088,1000902
2023-03-06,115.688556874222,209.660853211075,104.778776676637,192.088124961374,2177410
2023-03-07,155.080694211806,214.502109621404,135.984658220822,159.73471014197,2074920
2023-03-08,100.899582215003,242.703323979692,125.626520469885,219.978856621148,1169408
2023-03-09,174.268235365174,230.334064888527,116.166505293201,198.31639410789,1845674
2023-03-10,177.277577880571,233.830074201205,125.67666681836,155.633545481607,1656585
2023-03-11,188.412769221954,228.87755129339,112.258094878936,219.934665050911,2038954
2023-03-12,179.960061629065,238.919410494631,113.901328610078,189.396405549793,2345468
2023-03-13,101.379310640177,238.932110636897,125.00513629081,153.752189340458,1207613
2023-03-14,185.442399712253,212.457372064335,90.1555990372791,164.773660595373,1893556
2023-03-15,109.344187831228,224.722813758236,100.695722280925,157.762196898689,1138921
2023-03-16,141.176471764362,227.57190318528,116.192067215581,153.765959841204,2367673
2023-03-17,152.132823986844,232.041316518741,139.612917687942,161.730299310775,2112343
2023-03-18,128.546450840727,230.813524612959,115.968623924122,182.054323068943,2069286
2023-03-19,157.93822774136,240.6682649147,116.686978214821,156.404174668248,2234666
2023-03-20,143.207168209068,215.239522259792,94.7539080726377,203.202232464696,1895824
2023-03-21,155.081620450283,228.461437517859,132.20871433443,154.694116257309,2248934
2023-03-22,177.043431596883,235.990569023101,103.784111695577,175.468116981111,1622967
2023-03-23,192.04602919381,215.814998014437,131.718348723363,189.116143562694,1712617
2023-03-24,133.363487960894,209.316587659712,133.450238627965,171.168401545103,1935868
2023-03-25,114.89505609533,236.80729063759,124.018539259011,172.024673911784,1652104
2023-03-26,192.59511053041,205.897491897875,145.71016210333,211.069727627459,1664323
2023-03-27,166.223607607014,220.092983044851,93.3118017029074,194.056203175078,2342674
2023-03-28,128.35408429371,213.716620242908,140.692623355401,168.279572488158,1565062
2023-03-29,130.649990532022,200.627826412336,102.934419870813,182.971010409765,2251171
2023-03-30,125.955632958817,210.387461206869,96.5400004207183,181.146781045349,1101810
2023-03-31,115.481055556932,233.669771481046,95.1370877089697,199.86934412824,2425817
2023-04-01,149.535195358623,203.091957372297,142.706754905004,179.3465477071,2488993
2023-04-02,166.735423544036,205.478806112302,134.33808663224,214.308595306298,1221426
2023-04-03,180.167403658275,225.006791985756,147.467847753197,164.797909356275,1977669
2023-04-04,150.536778730962,212.407324663955,127.205624862724,189.582953322478,1124926
2023-04-05,184.015845838534,223.695245589769,96.4263000835107,188.137511502432,1803949
2023-04-06,117.269463331868,229.929198556089,139.21954552938,216.9099362754,1634151
2023-04-07,106.013569199289,211.238782727975,99.4016885631822,182.349945012138,1102932
2023-04-08,159.903247415051,247.106843810161,149.478497259174,215.952167519554,2028177
2023-04-09,149.705586012287,202.847021740449,103.660035800452,180.713524211887,1141295
2023-04-10,150.940282767307,224.472880694066,129.62549007333,200.515838540706,2360159
